[2025-08-23 17:21:32,075] INFO: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-27 14:16:58,701] WARNING [django.request]: Not Found: /static/admin/css/login.css (log.py:253)
[2025-08-27 14:16:58,705] WARNING [django.request]: Not Found: /static/admin/js/nav_sidebar.js (log.py:253)
[2025-08-27 14:16:58,709] WARNING [django.server]: "GET /static/admin/css/login.css HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:16:58,709] WARNING [django.server]: "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:16:59,002] WARNING [django.request]: Not Found: /favicon.ico (log.py:253)
[2025-08-27 14:16:59,002] WARNING [django.server]: "GET /favicon.ico HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:17:16,927] INFO [django.server]: code 400, message Bad HTTP/0.9 request type ('\x16\x03\x01\x06') (basehttp.py:213)
[2025-08-27 14:17:16,927] ERROR [django.server]: You're accessing the development server over HTTPS, but it only supports HTTP. (basehttp.py:193)
[2025-08-27 14:17:16,936] INFO [django.server]: code 400, message Bad request version ('t\x8a') (basehttp.py:213)
[2025-08-27 14:17:16,936] ERROR [django.server]: You're accessing the development server over HTTPS, but it only supports HTTP. (basehttp.py:193)
[2025-08-27 14:20:06,823] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\rag\urls.py changed, reloading. (autoreload.py:265)
[2025-08-27 14:21:06,942] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-27 14:27:33,423] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-27 14:29:26,594] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\rag\urls.py changed, reloading. (autoreload.py:265)
[2025-08-27 14:30:51,798] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-27 14:37:23,133] WARNING [django.request]: Not Found: /api/ (log.py:253)
[2025-08-27 14:37:23,138] WARNING [django.server]: "GET /api/ HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:37:31,467] INFO [django.server]: "GET /admin/ HTTP/1.1" 302 0 (basehttp.py:213)
[2025-08-27 14:37:31,889] INFO [django.server]: "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4173 (basehttp.py:213)
[2025-08-27 14:37:32,009] WARNING [django.request]: Not Found: /static/admin/css/base.css (log.py:253)
[2025-08-27 14:37:32,009] WARNING [django.server]: "GET /static/admin/css/base.css HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:37:32,014] WARNING [django.request]: Not Found: /static/admin/css/responsive.css (log.py:253)
[2025-08-27 14:37:32,023] WARNING [django.request]: Not Found: /static/admin/css/dark_mode.css (log.py:253)
[2025-08-27 14:37:32,024] WARNING [django.server]: "GET /static/admin/css/responsive.css HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:37:32,024] WARNING [django.server]: "GET /static/admin/css/dark_mode.css HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:37:32,024] WARNING [django.request]: Not Found: /static/admin/js/theme.js (log.py:253)
[2025-08-27 14:37:32,029] WARNING [django.server]: "GET /static/admin/js/theme.js HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:37:32,029] WARNING [django.request]: Not Found: /static/admin/css/nav_sidebar.css (log.py:253)
[2025-08-27 14:37:32,029] WARNING [django.server]: "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:37:32,039] WARNING [django.request]: Not Found: /static/admin/js/nav_sidebar.js (log.py:253)
[2025-08-27 14:37:32,039] WARNING [django.server]: "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:37:32,044] WARNING [django.request]: Not Found: /static/admin/css/login.css (log.py:253)
[2025-08-27 14:37:32,044] WARNING [django.server]: "GET /static/admin/css/login.css HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:37:32,323] WARNING [django.request]: Not Found: /static/admin/css/responsive.css (log.py:253)
[2025-08-27 14:37:32,368] WARNING [django.server]: "GET /static/admin/css/responsive.css HTTP/1.1" 404 179 (basehttp.py:213)
[2025-08-27 14:42:30,669] INFO [django.server]: "GET /admin/ HTTP/1.1" 302 0 (basehttp.py:213)
[2025-08-27 14:47:54,537] INFO [django.utils.autoreload]: C:\Users\HP\Desktop\rag-based-assistant\backend\rag\assistant\views.py changed, reloading. (autoreload.py:265)
[2025-08-27 14:49:31,806] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-27 15:19:10,321] INFO [django.utils.autoreload]: Watching for file changes with StatReloader (autoreload.py:667)
[2025-08-27 15:22:42,779] INFO [assistant.views]: Processing query request (views.py:23)
[2025-08-27 15:22:42,779] DEBUG [assistant.views]: Received query: tell me about your self (views.py:33)
[2025-08-27 15:22:42,779] INFO [assistant.views]: Loading SentenceTransformer model: all-MiniLM-L6-v2 (views.py:37)
[2025-08-27 15:23:06,746] DEBUG [assistant.views]: Query embedding generated successfully (views.py:40)
[2025-08-27 15:23:06,746] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:50)
[2025-08-27 15:23:10,864] INFO [assistant.views]: Retrieved vector IDs: ['item_8', 'item_9'] (views.py:55)
[2025-08-27 15:23:13,388] INFO [assistant.views]: Sending request to Groq API with key: gsk_...Z5Yj (views.py:68)
[2025-08-27 15:23:14,558] DEBUG [assistant.views]: Groq API response: {'id': 'chatcmpl-0c1d799a-205f-4336-9777-542e2df1a8bd', 'object': 'chat.completion', 'created': 1756297395, 'model': 'llama3-70b-8192', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': "Hello! I'm Kidus Shimelis, a 21-year-old fourth-year student at Addis Ababa University, studying Computer Information Systems. I'm a backend-focused full-stack developer and bot developer with a strong foundation in computer science and practical experience in building real-world applications. I have a strong passion for artificial intelligence and machine learning, and I'm currently learning and exploring how AI/ML can be applied to solve real-world problems, particularly in the context of local languages like Amharic."}, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'queue_time': 0.156230553, 'prompt_tokens': 1662, 'prompt_time': 0.127733512, 'completion_tokens': 102, 'completion_time': 0.210358614, 'total_tokens': 1764, 'total_time': 0.338092126}, 'usage_breakdown': None, 'system_fingerprint': 'fp_bf16903a67', 'x_groq': {'id': 'req_01k3nqpz76e9yvvemwnswmj660'}, 'service_tier': 'on_demand'} (views.py:86)
[2025-08-27 15:23:14,577] INFO [assistant.views]: Groq API response received successfully (views.py:103)
[2025-08-27 15:23:14,598] INFO [assistant.views]: Query processed successfully (views.py:112)
[2025-08-27 15:23:14,651] INFO [django.server]: "POST /api/query/ HTTP/1.1" 200 4745 (basehttp.py:213)
[2025-08-27 15:26:04,881] INFO [django.server]: code 400, message Bad request version ('h\x97\x1b\x8d8\x8dJÑYa3røÓX') (basehttp.py:213)
[2025-08-27 15:26:04,908] ERROR [django.server]: You're accessing the development server over HTTPS, but it only supports HTTP. (basehttp.py:193)
[2025-08-27 15:26:04,908] INFO [django.server]: code 400, message Bad request version ('ýÙuD') (basehttp.py:213)
[2025-08-27 15:26:04,914] ERROR [django.server]: You're accessing the development server over HTTPS, but it only supports HTTP. (basehttp.py:193)
[2025-08-27 15:26:05,189] INFO [django.server]: code 400, message Bad request version ('þà/Û') (basehttp.py:213)
[2025-08-27 15:26:05,189] INFO [django.server]: code 400, message Bad request version ('¥N\x05\x98\x99') (basehttp.py:213)
[2025-08-27 15:26:05,189] ERROR [django.server]: You're accessing the development server over HTTPS, but it only supports HTTP. (basehttp.py:193)
[2025-08-27 15:26:05,199] ERROR [django.server]: You're accessing the development server over HTTPS, but it only supports HTTP. (basehttp.py:193)
[2025-08-27 15:32:10,846] INFO [django.server]: "GET /admin/ HTTP/1.1" 302 0 (basehttp.py:213)
[2025-08-27 15:32:11,722] INFO [django.server]: "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4173 (basehttp.py:213)
[2025-08-27 15:32:13,014] INFO [django.server]: "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2808 (basehttp.py:213)
[2025-08-27 15:32:13,827] INFO [django.server]: "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810 (basehttp.py:213)
[2025-08-27 15:32:13,827] INFO [django.server]: "GET /static/admin/css/login.css HTTP/1.1" 200 951 (basehttp.py:213)
[2025-08-27 15:32:13,846] INFO [django.server]: "GET /static/admin/css/base.css HTTP/1.1" 200 22120 (basehttp.py:213)
[2025-08-27 15:32:13,911] INFO [django.server]: "GET /static/admin/css/responsive.css HTTP/1.1" 200 16565 (basehttp.py:213)
[2025-08-27 15:32:13,916] INFO [django.server]: "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063 (basehttp.py:213)
[2025-08-27 15:32:13,916] INFO [django.server]: "GET /static/admin/js/theme.js HTTP/1.1" 200 1653 (basehttp.py:213)
[2025-08-27 15:32:15,436] WARNING [django.request]: Not Found: /favicon.ico (log.py:253)
[2025-08-27 15:32:15,436] INFO [django.server]: - Broken pipe from ('127.0.0.1', 4028) (basehttp.py:81)
[2025-08-27 15:32:30,232] INFO [django.server]: "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0 (basehttp.py:213)
[2025-08-27 15:32:30,651] INFO [django.server]: "GET /admin/ HTTP/1.1" 200 11025 (basehttp.py:213)
[2025-08-27 15:32:30,701] INFO [django.server]: "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441 (basehttp.py:213)
[2025-08-27 15:32:31,063] INFO [django.server]: "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331 (basehttp.py:213)
[2025-08-27 15:32:31,076] INFO [django.server]: "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380 (basehttp.py:213)
[2025-08-27 15:32:36,347] INFO [django.server]: "GET /admin/assistant/portfolioitem/ HTTP/1.1" 200 15362 (basehttp.py:213)
[2025-08-27 15:32:36,837] INFO [django.server]: "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347 (basehttp.py:213)
[2025-08-27 15:32:36,862] INFO [django.server]: "GET /static/admin/css/changelists.css HTTP/1.1" 200 6878 (basehttp.py:213)
[2025-08-27 15:32:36,937] INFO [django.server]: "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887 (basehttp.py:213)
[2025-08-27 15:32:36,940] INFO [django.server]: "GET /static/admin/js/actions.js HTTP/1.1" 200 8076 (basehttp.py:213)
[2025-08-27 15:32:36,949] INFO [django.server]: "GET /admin/jsi18n/ HTTP/1.1" 200 3342 (basehttp.py:213)
[2025-08-27 15:32:36,950] INFO [django.server]: "GET /static/admin/js/core.js HTTP/1.1" 200 6208 (basehttp.py:213)
[2025-08-27 15:32:37,042] INFO [django.server]: "GET /static/admin/js/filters.js HTTP/1.1" 200 978 (basehttp.py:213)
[2025-08-27 15:32:37,052] INFO [django.server]: "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531 (basehttp.py:213)
[2025-08-27 15:32:37,070] INFO [django.server]: "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9777 (basehttp.py:213)
[2025-08-27 15:32:37,543] INFO [django.server]: "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314 (basehttp.py:213)
[2025-08-27 15:32:37,605] INFO [django.server]: "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171 (basehttp.py:213)
[2025-08-27 15:32:37,966] INFO [django.server]: "GET /static/admin/img/search.svg HTTP/1.1" 200 458 (basehttp.py:213)
[2025-08-27 15:32:37,967] INFO [django.server]: "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581 (basehttp.py:213)
[2025-08-27 15:32:37,971] INFO [django.server]: "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331 (basehttp.py:213)
[2025-08-27 15:35:51,517] INFO [django.server]: "GET /admin/assistant/portfolioitem/9/change/ HTTP/1.1" 200 15545 (basehttp.py:213)
[2025-08-27 15:35:51,592] INFO [django.server]: "GET /admin/jsi18n/ HTTP/1.1" 200 3342 (basehttp.py:213)
[2025-08-27 15:35:51,608] INFO [django.server]: "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586 (basehttp.py:213)
[2025-08-27 15:35:51,898] INFO [django.server]: "GET /static/admin/js/change_form.js HTTP/1.1" 200 606 (basehttp.py:213)
[2025-08-27 15:35:51,981] INFO [django.server]: "GET /static/admin/css/forms.css HTTP/1.1" 200 8525 (basehttp.py:213)
[2025-08-27 15:35:52,024] INFO [django.server]: "GET /static/admin/css/widgets.css HTTP/1.1" 200 11991 (basehttp.py:213)
[2025-08-27 15:36:08,215] INFO [assistant.models]: Saving PortfolioItem: title=About ME, source_url=media/AboutMe.pdf, id=9 (models.py:70)
[2025-08-27 15:36:08,274] INFO [assistant.models]: Skipping ChromaDB upsert for item 9: content=True, vector_id=item_9 (models.py:123)
[2025-08-27 15:36:08,614] INFO [django.server]: "POST /admin/assistant/portfolioitem/9/change/ HTTP/1.1" 302 0 (basehttp.py:213)
[2025-08-27 15:36:08,625] INFO [django.server]: "GET /admin/assistant/portfolioitem/ HTTP/1.1" 200 15664 (basehttp.py:213)
[2025-08-27 15:36:08,985] INFO [django.server]: "GET /admin/jsi18n/ HTTP/1.1" 200 3342 (basehttp.py:213)
[2025-08-27 15:36:09,365] INFO [django.server]: "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436 (basehttp.py:213)
[2025-08-27 15:36:27,442] INFO [assistant.views]: Processing query request (views.py:23)
[2025-08-27 15:36:27,442] DEBUG [assistant.views]: Received query: how old are you (views.py:33)
[2025-08-27 15:36:27,442] INFO [assistant.views]: Loading SentenceTransformer model: all-MiniLM-L6-v2 (views.py:37)
[2025-08-27 15:36:32,571] DEBUG [assistant.views]: Query embedding generated successfully (views.py:40)
[2025-08-27 15:36:32,580] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:50)
[2025-08-27 15:36:33,490] INFO [assistant.views]: Retrieved vector IDs: ['item_8', 'item_9'] (views.py:55)
[2025-08-27 15:36:33,523] INFO [assistant.views]: Sending request to Groq API with key: gsk_...Z5Yj (views.py:68)
[2025-08-27 15:36:34,749] DEBUG [assistant.views]: Groq API response: {'id': 'chatcmpl-b4b99640-5461-4407-a021-b9dddc402c94', 'object': 'chat.completion', 'created': 1756298195, 'model': 'llama3-70b-8192', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': "Based on the provided portfolio context, I can see that the individual's age is 21."}, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'queue_time': 0.14839431, 'prompt_tokens': 2441, 'prompt_time': 0.184745086, 'completion_tokens': 20, 'completion_time': 0.066019563, 'total_tokens': 2461, 'total_time': 0.250764649}, 'usage_breakdown': None, 'system_fingerprint': 'fp_bf16903a67', 'x_groq': {'id': 'req_01k3nrfckbfn4rjnt5ze4zmaa0'}, 'service_tier': 'on_demand'} (views.py:86)
[2025-08-27 15:36:34,749] INFO [assistant.views]: Groq API response received successfully (views.py:103)
[2025-08-27 15:36:34,749] INFO [assistant.views]: Query processed successfully (views.py:112)
[2025-08-27 15:36:34,749] INFO [django.server]: "POST /api/query/ HTTP/1.1" 200 5749 (basehttp.py:213)
[2025-08-27 15:36:45,307] INFO [assistant.views]: Processing query request (views.py:23)
[2025-08-27 15:36:45,307] DEBUG [assistant.views]: Received query: how old are you (views.py:33)
[2025-08-27 15:36:45,307] INFO [assistant.views]: Loading SentenceTransformer model: all-MiniLM-L6-v2 (views.py:37)
[2025-08-27 15:36:49,009] DEBUG [assistant.views]: Query embedding generated successfully (views.py:40)
[2025-08-27 15:36:49,009] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:50)
[2025-08-27 15:36:49,059] INFO [assistant.views]: Retrieved vector IDs: ['item_8', 'item_9'] (views.py:55)
[2025-08-27 15:36:49,095] INFO [assistant.views]: Sending request to Groq API with key: gsk_...Z5Yj (views.py:68)
[2025-08-27 15:36:49,852] DEBUG [assistant.views]: Groq API response: {'id': 'chatcmpl-59643196-c774-49e3-8c17-df63914d44e3', 'object': 'chat.completion', 'created': 1756298211, 'model': 'llama3-70b-8192', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': "Based on the provided portfolio context, I can see that the individual's age is 21."}, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'queue_time': 0.167444574, 'prompt_tokens': 2441, 'prompt_time': 0.184535196, 'completion_tokens': 20, 'completion_time': 0.065683601, 'total_tokens': 2461, 'total_time': 0.250218797}, 'usage_breakdown': None, 'system_fingerprint': 'fp_de9fa14705', 'x_groq': {'id': 'req_01k3nrfvhreab96hqx1mt53v7v'}, 'service_tier': 'on_demand'} (views.py:86)
[2025-08-27 15:36:49,852] INFO [assistant.views]: Groq API response received successfully (views.py:103)
[2025-08-27 15:36:49,852] INFO [assistant.views]: Query processed successfully (views.py:112)
[2025-08-27 15:36:49,852] INFO [django.server]: "POST /api/query/ HTTP/1.1" 200 5749 (basehttp.py:213)
[2025-08-27 15:37:23,590] INFO [assistant.views]: Processing query request (views.py:23)
[2025-08-27 15:37:23,590] DEBUG [assistant.views]: Received query: which universtiy are you studying (views.py:33)
[2025-08-27 15:37:23,590] INFO [assistant.views]: Loading SentenceTransformer model: all-MiniLM-L6-v2 (views.py:37)
[2025-08-27 15:37:27,300] DEBUG [assistant.views]: Query embedding generated successfully (views.py:40)
[2025-08-27 15:37:27,300] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:50)
[2025-08-27 15:37:27,353] INFO [assistant.views]: Retrieved vector IDs: ['item_8', 'item_9'] (views.py:55)
[2025-08-27 15:37:27,383] INFO [assistant.views]: Sending request to Groq API with key: gsk_...Z5Yj (views.py:68)
[2025-08-27 15:37:27,871] DEBUG [assistant.views]: Groq API response: {'id': 'chatcmpl-1f43d9ca-0463-4baf-8915-b6fa5ec21699', 'object': 'chat.completion', 'created': 1756298249, 'model': 'llama3-70b-8192', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'Addis Ababa University'}, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'queue_time': 0.154930748, 'prompt_tokens': 2445, 'prompt_time': 0.185330061, 'completion_tokens': 6, 'completion_time': 0.010102193, 'total_tokens': 2451, 'total_time': 0.195432254}, 'usage_breakdown': None, 'system_fingerprint': 'fp_bf16903a67', 'x_groq': {'id': 'req_01k3nrh0r0fpsrpafrt3rq1qwm'}, 'service_tier': 'on_demand'} (views.py:86)
[2025-08-27 15:37:27,871] INFO [assistant.views]: Groq API response received successfully (views.py:103)
[2025-08-27 15:37:27,881] INFO [assistant.views]: Query processed successfully (views.py:112)
[2025-08-27 15:37:27,885] INFO [django.server]: "POST /api/query/ HTTP/1.1" 200 5688 (basehttp.py:213)
[2025-08-27 15:37:49,960] INFO [assistant.views]: Processing query request (views.py:23)
[2025-08-27 15:37:49,960] DEBUG [assistant.views]: Received query: tell me about ur department (views.py:33)
[2025-08-27 15:37:49,960] INFO [assistant.views]: Loading SentenceTransformer model: all-MiniLM-L6-v2 (views.py:37)
[2025-08-27 15:37:53,924] DEBUG [assistant.views]: Query embedding generated successfully (views.py:40)
[2025-08-27 15:37:53,924] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:50)
[2025-08-27 15:37:53,972] INFO [assistant.views]: Retrieved vector IDs: ['item_8', 'item_9'] (views.py:55)
[2025-08-27 15:37:54,111] INFO [assistant.views]: Sending request to Groq API with key: gsk_...Z5Yj (views.py:68)
[2025-08-27 15:37:55,904] DEBUG [assistant.views]: Groq API response: {'id': 'chatcmpl-481a4457-14a6-41f0-9a5a-732b998d4899', 'object': 'chat.completion', 'created': 1756298277, 'model': 'llama3-70b-8192', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': "I'm Kidus Shimelis, a fourth-year computer information systems student at Addis Ababa University. I am a backend-focused full-stack developer and bot developer with a strong foundation in computer science and practical experience in building real-world applications. I have a strong passion for artificial intelligence and machine learning, and I am currently learning and exploring how AI/ML can be applied to solve real-world problems, particularly in the context of local languages like Amharic.\n\nI don't have a specific department in the classical sense, but I can provide information about my skills, experience, and projects. I have skills in programming languages such as Python, C++, JavaScript, SQL, HTML, and CSS. I am also proficient in frameworks and tools like Django, React, Tailwind CSS, and Bootstrap.\n\nMy experience includes building an AI-powered summarizer app, designing and developing a backend system for an online bookstore, and working on an Amharic NLP system. I have also built and deployed bots for school automation and personal productivity.\n\nI am currently an intern at Zergaw Cloud, where I focus on practical applications of data science and AI. Additionally, I have leadership and volunteering experience, including being a volunteer teacher at Butajira Preparatory School and a technical mentor at GDG AAU.\n\nMy long-term vision is to become a leading AI and software engineer who leverages technology to solve local and global problems."}, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'queue_time': 0.166712507, 'prompt_tokens': 2442, 'prompt_time': 0.184580886, 'completion_tokens': 287, 'completion_time': 0.890776469, 'total_tokens': 2729, 'total_time': 1.075357355}, 'usage_breakdown': None, 'system_fingerprint': 'fp_de9fa14705', 'x_groq': {'id': 'req_01k3nrhv7kfqh82pwdt8m8q3b6'}, 'service_tier': 'on_demand'} (views.py:86)
[2025-08-27 15:37:55,904] INFO [assistant.views]: Groq API response received successfully (views.py:103)
[2025-08-27 15:37:55,904] INFO [assistant.views]: Query processed successfully (views.py:112)
[2025-08-27 15:37:55,914] INFO [django.server]: "POST /api/query/ HTTP/1.1" 200 7144 (basehttp.py:213)
[2025-08-27 15:38:23,324] INFO [assistant.views]: Processing query request (views.py:23)
[2025-08-27 15:38:23,324] DEBUG [assistant.views]: Received query: which project do you like the most (views.py:33)
[2025-08-27 15:38:23,327] INFO [assistant.views]: Loading SentenceTransformer model: all-MiniLM-L6-v2 (views.py:37)
[2025-08-27 15:38:27,095] DEBUG [assistant.views]: Query embedding generated successfully (views.py:40)
[2025-08-27 15:38:27,095] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:50)
[2025-08-27 15:38:27,141] INFO [assistant.views]: Retrieved vector IDs: ['item_9', 'item_8'] (views.py:55)
[2025-08-27 15:38:27,195] INFO [assistant.views]: Sending request to Groq API with key: gsk_...Z5Yj (views.py:68)
[2025-08-27 15:38:28,157] DEBUG [assistant.views]: Groq API response: {'id': 'chatcmpl-296b9b19-c2c7-4acb-80cc-d61f095af2b5', 'object': 'chat.completion', 'created': 1756298309, 'model': 'llama3-70b-8192', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': "I don't have a personal preference for a specific project. As a portfolio assistant, I can provide information and insights about the projects mentioned in the portfolio. If you'd like, I can help you explore the projects mentioned, such as the AI-powered Summarizer App, Yeneta Book Store API, Amharic NLP System, Telegram Bot Projects, or the Portfolio Website. Let me know if you have any specific questions about these projects!"}, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'queue_time': 0.166472256, 'prompt_tokens': 2444, 'prompt_time': 0.183893783, 'completion_tokens': 91, 'completion_time': 0.274595227, 'total_tokens': 2535, 'total_time': 0.45848901}, 'usage_breakdown': None, 'system_fingerprint': 'fp_de9fa14705', 'x_groq': {'id': 'req_01k3nrjvbbf01szfky4xn24tc4'}, 'service_tier': 'on_demand'} (views.py:86)
[2025-08-27 15:38:28,157] INFO [assistant.views]: Groq API response received successfully (views.py:103)
[2025-08-27 15:38:28,157] INFO [assistant.views]: Query processed successfully (views.py:112)
[2025-08-27 15:38:28,157] INFO [django.server]: "POST /api/query/ HTTP/1.1" 200 6098 (basehttp.py:213)
[2025-08-27 15:39:05,649] INFO [assistant.views]: Processing query request (views.py:23)
[2025-08-27 15:39:05,649] DEBUG [assistant.views]: Received query: tell me about amharic nlp project (views.py:33)
[2025-08-27 15:39:05,653] INFO [assistant.views]: Loading SentenceTransformer model: all-MiniLM-L6-v2 (views.py:37)
[2025-08-27 15:39:09,464] DEBUG [assistant.views]: Query embedding generated successfully (views.py:40)
[2025-08-27 15:39:09,464] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:50)
[2025-08-27 15:39:09,519] INFO [assistant.views]: Retrieved vector IDs: ['item_9', 'item_8'] (views.py:55)
[2025-08-27 15:39:09,586] INFO [assistant.views]: Sending request to Groq API with key: gsk_...Z5Yj (views.py:68)
[2025-08-27 15:39:10,451] DEBUG [assistant.views]: Groq API response: {'id': 'chatcmpl-85b5ed1d-4547-4d02-8ad4-246cd12f2b31', 'object': 'chat.completion', 'created': 1756298351, 'model': 'llama3-70b-8192', 'choices': [{'index': 0, 'message': {'role': 'assistant', 'content': 'The Amharic NLP project is a system developed by Kidus Shimelis for processing and understanding the Amharic language.'}, 'logprobs': None, 'finish_reason': 'stop'}], 'usage': {'queue_time': 0.167857745, 'prompt_tokens': 2446, 'prompt_time': 0.184611875, 'completion_tokens': 28, 'completion_time': 0.059346098, 'total_tokens': 2474, 'total_time': 0.243957973}, 'usage_breakdown': None, 'system_fingerprint': 'fp_de9fa14705', 'x_groq': {'id': 'req_01k3nrm4vsfsz8d8rbbftt9pwa'}, 'service_tier': 'on_demand'} (views.py:86)
[2025-08-27 15:39:10,451] INFO [assistant.views]: Groq API response received successfully (views.py:103)
[2025-08-27 15:39:10,451] INFO [assistant.views]: Query processed successfully (views.py:112)
[2025-08-27 15:39:10,451] INFO [django.server]: "POST /api/query/ HTTP/1.1" 200 5784 (basehttp.py:213)
[2025-08-27 15:39:40,602] INFO [assistant.views]: Processing query request (views.py:23)
[2025-08-27 15:39:40,602] DEBUG [assistant.views]: Received query: do you have any experiace (views.py:33)
[2025-08-27 15:39:40,602] INFO [assistant.views]: Loading SentenceTransformer model: all-MiniLM-L6-v2 (views.py:37)
[2025-08-27 15:39:44,445] DEBUG [assistant.views]: Query embedding generated successfully (views.py:40)
[2025-08-27 15:39:44,445] INFO [assistant.views]: Connecting to ChromaDB at C:/Users/HP/Desktop/rag-based-assistant/backend/rag/chroma_data (views.py:50)
[2025-08-27 15:39:44,494] INFO [assistant.views]: Retrieved vector IDs: ['item_9', 'item_8'] (views.py:55)
[2025-08-27 15:39:44,580] INFO [assistant.views]: Sending request to Groq API with key: gsk_...Z5Yj (views.py:68)
